Goods,Building,max_supply,current_output,level
51,86,2.9769803921568627,0.20817137641027447,3
14,89,700.0,42.37272675609784,10
12,90,1000.0,32.49655115024644,25
48,90,500.0,16.24827557512322,25
5,91,125.0,7.67253987197874,5
18,91,225.0,13.810571769561731,5
13,92,675.0000000000001,42.98745004073358,15
49,92,300.0,19.105533351437142,15
7,95,749.1525,46.770229048380656,15
9,96,199.79600000000002,26.66789807771439,5
32,96,24.974500000000003,3.333487259714299,5
36,96,124.8725,16.66743629857149,5
8,97,100.0,7.898525461648366,2
16,98,195.0,12.564017633085653,3
12,101,1000.0,32.49655115024644,25
48,101,500.0,16.24827557512322,25
1,103,75.0,2.1926306147003047,5
2,103,75.0,2.1926306147003047,5
0,104,100.0,4.366865937238665,2
23,105,600.0,38.34782853519461,15
24,106,399.99999999999994,22.337393587746625,10
7,107,499.99999999999994,31.21542613044784,10
9,108,120.0,16.017076264418343,3
32,108,15.0,2.002134533052293,3
36,108,75.0,10.010672665261463,3
16,111,260.0,16.75202351078087,4
8,112,150.0,11.84778819247255,3
14,114,350.0,21.18636337804892,5
9,116,80.0,10.67805084294556,2
32,116,10.0,1.334756355368195,2
36,116,50.0,6.673781776840975,2
23,117,160.00000000000003,10.22608760938523,4
10,118,180.0,11.504348560558384,3
16,119,65.0,4.188005877695217,1
33,122,959.9999999999999,70.31658878625109,12
12,124,399.99999999999994,12.998620460098573,10
48,124,199.99999999999997,6.499310230049287,10
30,125,650.0,33.71260952907562,10
29,126,319.99999999999994,17.813796316916957,8
23,129,400.0,25.565219023463072,10
24,130,200.0,11.168696793873314,5
7,131,400.0,24.972340904358273,8
9,132,120.0,16.017076264418343,3
32,132,15.0,2.002134533052293,3
36,132,75.0,10.010672665261463,3
16,133,325.0,20.94002938847609,5
10,136,120.0,7.669565707038923,3
26,136,30.0,1.9173914267597307,3
28,137,40.0,3.1594101846593463,2
36,137,20.0,1.5797050923296732,2
8,138,200.0,15.797050923296732,4
1,140,120.0,3.508208983520488,8
2,140,120.0,3.508208983520488,8
12,141,1000.0,32.49655115024644,25
48,141,500.0,16.24827557512322,25
13,142,225.0,14.329150013577857,5
49,142,100.0,6.368511117145714,5
32,143,150.0,6.698563000891815,2
34,143,40.0,1.7862834669044838,2
23,144,319.99999999999994,20.452175218770456,8
24,145,319.99999999999994,17.869914870197302,8
7,146,499.99999999999994,31.21542613044784,10
9,147,200.0,26.6951271073639,5
32,147,25.0,3.3368908884204873,5
36,147,125.0,16.684454442102435,5
16,148,325.0,20.94002938847609,5
13,153,675.0000000000001,42.98745004073358,15
49,153,300.0,19.105533351437142,15
31,154,200.0,13.39471612585657,5
11,155,139.99999999999997,46.91203515518622,4
38,155,239.99999999999997,80.42063169460495,4
24,156,80.0,4.467478717549326,2
5,157,24.999999999999996,1.5345079743957477,1
18,157,44.99999999999999,2.7621143539123456,1
7,160,350.0,21.85079829131349,7
9,161,120.0,16.017076264418343,3
32,161,15.0,2.002134533052293,3
36,161,74.99999999999999,10.010672665261461,3
8,162,150.0,11.84778819247255,3
