Goods,Building,max_demand,current_input,level
14,85,199.99999999999997,13.985404603854409,10
14,86,7.4424705882352935,0.5204298121437846,3
9,87,46.1874,4.502793619790677,3
10,87,92.3748,8.389920870392244,3
24,87,115.4685,6.461292315848852,3
33,87,23.0937,1.4759887464053727,3
14,88,25.0,1.7481755754818014,5
10,89,300.0,27.247433944297285,10
22,89,99.99999999999999,3.024015377452668,10
9,90,750.0,73.11724008805449,25
20,90,250.0,0.0,25
21,90,125.0,0.0,25
9,91,100.0,9.74896534507393,5
10,91,200.0,18.16495596286486,5
26,91,100.0,0.2512963862107318,5
29,91,50.0,2.7346939388074385,5
9,92,150.0,14.623448017610897,15
10,92,300.0,27.247433944297285,15
26,92,150.0,0.37694457931609765,15
33,92,75.0,4.793478566899326,15
5,93,50.0,2.557513290683735,25
0,94,15.0,0.6238379910492693,15
1,94,15.0,0.814405656906188,15
2,94,15.0,0.814405656906188,15
32,95,74.91525,4.565983873557401,15
33,95,14.983048387096776,0.9576122841381857,15
7,96,49.949000000000005,10.141556226349802,5
33,96,49.949000000000005,3.192392812507393,5
18,97,10.0,0.7898525461648366,2
10,98,15.0,1.3623716972148643,3
23,98,30.0,1.4332176114022641,3
29,98,30.0,1.6408163632844628,3
18,99,40.0,3.1594101846593463,8
14,100,100.0,6.992702301927205,5
9,101,750.0,73.11724008805449,25
20,101,250.0,0.0,25
21,101,125.0,0.0,25
9,102,46.1874,4.502793619790677,3
10,102,92.3748,8.389920870392244,3
24,102,115.4685,6.461292315848852,3
33,102,23.0937,1.4759887464053727,3
24,103,100.0,5.5957185863234145,5
26,103,50.0,0.1256481931053659,5
25,104,40.0,1.7248952577696557,2
34,104,40.0,1.7685974920212761,2
33,105,150.0,9.586957133798652,15
23,106,99.99999999999999,4.777392038007546,10
33,106,99.99999999999999,6.391304755865767,10
32,107,49.99999999999999,3.0474328481566837,10
33,107,10.0,0.6391304755865769,10
7,108,30.0,6.0911467054494395,3
33,108,30.0,1.9173914267597305,3
0,109,10.0,0.41589199403284616,10
1,109,10.0,0.5429371046041254,10
2,109,10.0,0.5429371046041254,10
5,110,20.0,1.023005316273494,10
10,111,20.0,1.8164955962864857,4
23,111,40.0,1.9109568152030185,4
29,111,40.0,2.1877551510459505,4
18,112,15.0,1.1847788192472548,3
18,113,35.0,2.764483911576928,7
