name,code,base_price,current_price,pop_demand
ammunition,0,50,85.7124378696108,0
small_arms,1,60,102.35844383464864,0
artillery,2,70,119.43475337443549,0
tanks,3,80,80,0
aeroplanes,4,80,80,0
manowars,5,70,105.73313176694998,0
ironclads,6,80,80,0
grain,7,20,23.441304363950305,6103.922134828689
fish,8,20,30.122954993766232,974.8373351865081
fabric,9,20,27.83679607199676,535.6788218825379
wood,10,20,31.943398528810853,828.0294889519782
groceries,11,30,45.27913316358596,602.6824989765327
clothes,12,30,35.29001111896497,1613.0179683790866
furniture,13,30,34.77421161226622,1052.9247347962798
paper,14,30,50.563531796116564,97.67941690578334
services,15,30,22.330972269626873,609.1867179215742
transportation,16,30,49.40266810966255,32.0634133574812
electricity,17,30,30,0
clippers,18,60,87.9915587498185,0
steamers,19,70,70,0
silk,20,40,33.40184994861254,0
dye,21,40,62.90730337078651,0
sulfur,22,50,86.68756331139187,0
coal,23,30,50.51377934589603,172.29796277698844
iron,24,40,68.6454179240691,0
lead,25,40,67.94072842579163,0
hardwood,26,40,68.25180181821662,0
rubber,27,40,40,0
oil,28,40,40,0
engines,29,60,105.0,0
steel,30,50,86.51324727589811,0
glass,31,40,66.48181815886532,63.697555981494034
fertilizer,32,30,7.5,0
tools,33,40,67.57218977504833,0
explosives,34,50,87.5,0
porcelain,35,70,114.10403677236346,106.05910158196443
meat,36,30,44.49318392702154,743.9574922096944
fruit,37,30,34.659662120517474,9.667300090675331
liquor,38,30,40.34002493952747,2093.6895532349413
wine,39,50,27.60842610312593,508.78607151418976
tea,40,50,50,0
coffee,41,50,29.892577493016837,18.737603485810137
sugar,42,30,42.20699539219024,91.20748611379362
tobacco,43,40,66.14374383909636,392.86809194879544
opium,44,50,50,0
automobiles,45,100,100,0
telephones,46,70,70,0
radios,47,80,80,0
luxury_clothes,48,60,72.73309930059068,462.1311615771875
luxury_furniture,49,60,93.81425780630514,462.1311615771875
gold,50,100,100,0
fine_art,51,200,339.52698358643516,6.163357105584504
